Fecha,Edad,Material,Tratamiento,Repetición,Palma,Altura,Emision foliar,Hojas,Área hoja,Área foliar,Volumen estípite,Peso seco foliar,Masa seca vegetativa,Hojas Mes,Índice de área foliar
2013-01-21,9.3,GOLDEN,9,1,3,376,,31,9.1,283.1,3067.7,269,,,4.5
2016-03-14,12.5,GOLDEN,9,1,3,0,,31,9.8,304.2,0,403.6,,,4.8
2018-07-30,14.8,GOLDEN,9,1,3,693,,37,8.1,301.2,3612.5,479.8,,,4.7
2007-02-14,3.4,GOLDEN,9,1,4,13.5,7,89,2.6,233.9,268,106.3,776.4,,3.7
2008-02-04,4.3,GOLDEN,9,1,4,82,9,49,5.2,255.9,1452.2,182.1,1814.5,,4
2008-08-25,4.9,GOLDEN,9,1,4,112.5,24,56,4.3,242,1686.1,196.4,4918.2,4,3.8
2009-03-24,5.5,GOLDEN,9,1,4,120,22,55,6.2,341.5,2604.8,233.3,5447.4,3.66666666666667,5.4
2009-07-29,5.8,GOLDEN,9,1,4,152.3,33,48,7.4,356.8,1891.3,250.3,8489.1,,5.6
2010-10-04,7,GOLDEN,9,1,4,202,37,42,8.5,355.9,2497,271.3,10339,2.64285714285714,5.6
2011-11-10,8.1,GOLDEN,9,1,4,270,31,42,7.7,322.5,2635.1,272.1,8754.4,2.38461538461538,5.1
2013-01-21,9.3,GOLDEN,9,1,4,330,,34,8.4,284.7,2809.3,220.9,,,4.5
2015-02-11,11.4,GOLDEN,9,1,4,420,,39,9.8,381.7,3102.2,434.5,,,6
2016-03-14,12.5,GOLDEN,9,1,4,0,,40,9.6,383.5,0,285.9,,,6
2018-07-30,14.8,GOLDEN,9,1,4,562,,31,9.2,285.5,2628.2,443,,,4.5
2010-10-04,7,GOLDEN,9,1,5,243,,44,7.1,313.2,2653.9,275.8,,,4.9
2011-11-10,8.1,GOLDEN,9,1,5,320,28,39,8.1,314.7,2996.9,310.5,9058,2.15384615384615,4.9
2013-01-21,9.3,GOLDEN,9,1,5,388,,34,7.8,263.6,3303.1,227.5,,,4.1
2015-02-11,11.4,GOLDEN,9,1,5,507,,36,8.7,312.4,3731.4,391,,,4.9
2016-03-14,12.5,GOLDEN,9,1,5,0,,34,8.7,294.3,0,360.8,,,4.6
2018-07-30,14.8,GOLDEN,9,1,5,738,,38,9.4,355.6,3008,366,,,5.6
2007-02-14,3.4,GOLDEN,9,1,6,36.5,16,86,4.6,399.7,785.1,123,2063.6,,6.3
2008-02-04,4.3,GOLDEN,9,1,6,97,7,55,4.8,262.9,1682.1,193.5,1558.4,,4.1
2008-08-25,4.9,GOLDEN,9,1,6,132.5,21,63,4.8,300.7,1975,179.2,4001.6,3.5,4.7
2009-03-24,5.5,GOLDEN,9,1,6,160,21,52,6.1,316.8,2223.9,303.8,6649.1,3.5,5
2009-07-29,5.8,GOLDEN,9,1,6,182.5,40,54,6.4,346.8,2529.3,283.6,11648.9,,5.5
2010-10-04,7,GOLDEN,9,1,6,286,48,50,7.3,367,3360.1,235.1,11692.6,3.42857142857143,5.8
2011-11-10,8.1,GOLDEN,9,1,6,396,33,42,8.3,350.6,4147.8,313.7,10852.9,2.53846153846154,5.5
2013-01-21,9.3,GOLDEN,9,1,6,414,,38,7.1,271.6,3555.5,221.8,,,4.3
2016-03-14,12.5,GOLDEN,9,1,6,0,,31,9.2,283.9,0,295.8,,,4.5
2018-07-30,14.8,GOLDEN,9,1,6,678,,37,7.7,283.8,3185.2,385,,,4.5
2007-02-24,3.4,GOLDEN,9,2,1,55,10,61,6.3,383.7,1136.3,239.5,2532.9,,6
2008-02-18,4.4,GOLDEN,9,2,1,94,5,58,8.1,472.4,1982.3,347.1,1975.5,,7.4
2008-08-30,4.9,GOLDEN,9,2,1,121,15,44,8.5,371.9,1786.3,384.7,5986.5,2.5,5.8
2009-05-27,5.7,GOLDEN,9,2,1,176,20,44,9.1,400,2246.1,474,9751.4,2.5,6.3
2009-08-07,5.9,GOLDEN,9,2,1,193,24,39,0,0,2439.4,,,,
2010-10-07,7,GOLDEN,9,2,1,253,,39,11.6,450.6,3008.5,421,,,7.1
2011-11-25,8.2,GOLDEN,9,2,1,309,10,38,10,381.1,3174.8,392.1,4305.2,,6
2012-12-06,9.2,GOLDEN,9,2,1,367,,34,13.5,460.6,3314.9,462.5,,,7.2
2015-02-16,11.4,GOLDEN,9,2,1,471,,32,12.4,395.9,3371.3,524.8,,,6.2
2018-08-09,14.9,GOLDEN,9,2,1,541,,40,11.1,445.4,2154.6,467.1,,,7
2010-10-07,7,GOLDEN,9,2,2,172,,37,8.2,305.1,1834.7,277.3,,,4.8
2011-11-25,8.2,GOLDEN,9,2,2,227,29,36,7.8,281.2,2259.9,335.3,9996.2,2.23076923076923,4.4
2012-12-06,9.2,GOLDEN,9,2,2,168.5,,39,10.4,407.4,1375.3,370.6,,,6.4
2015-02-16,11.4,GOLDEN,9,2,2,372,,39,10.4,404.7,2574.5,436.2,,,6.4
2016-04-11,12.5,GOLDEN,9,2,2,408,,35,8.8,306.3,2619.1,348.9,,,4.8
2018-08-09,14.9,GOLDEN,9,2,2,510,,35,7,246.3,2795.6,384.9,,,3.9
2007-02-24,3.4,GOLDEN,9,2,3,38,15,56,3.7,207.9,673.4,177.5,2744.7,,3.3
2008-02-18,4.4,GOLDEN,9,2,3,72,8,65,5.7,372,1605.4,245,2154.7,,5.8
2008-08-30,4.9,GOLDEN,9,2,3,96,19,54,5.8,310.8,1411.4,211,4179.9,3.16666666666667,4.9
2009-05-27,5.7,GOLDEN,9,2,3,125,23,52,6,313.6,1663.7,292.9,6938.6,2.875,4.9
2009-08-07,5.9,GOLDEN,9,2,3,150,28,38,5.9,225.8,1854.9,335.2,9611.1,,3.6
2010-10-07,7,GOLDEN,9,2,3,170,34,39,6.9,268,2273.3,275,9624.6,2.42857142857143,4.2
2011-11-25,8.2,GOLDEN,9,2,3,245,28,36,8.9,319.2,2523.2,363.4,10481.3,2.15384615384615,5
2012-12-06,9.2,GOLDEN,9,2,3,255.5,,32,10,319.5,2419,393.1,,,5
2018-08-09,14.9,GOLDEN,9,2,3,555,,29,8.6,250.3,2994.7,422.5,,,3.9
2007-02-24,3.4,GOLDEN,9,2,4,20,4,52,3,156.2,389.7,173.5,741,,2.5
2008-02-18,4.4,GOLDEN,9,2,4,53,6,59,3.7,220,1002.9,248.3,1611.1,,3.5
2008-08-30,4.9,GOLDEN,9,2,4,88,23,53,4.4,231.3,1211.4,284.7,6694.9,3.83333333333333,3.6
2009-08-07,5.9,GOLDEN,9,2,4,151,28,51,0,0,1805.4,,,2.54545454545455,
2010-10-07,7,GOLDEN,9,2,4,192,,53,5.6,296.9,2217.5,260.8,,,4.7
2011-11-25,8.2,GOLDEN,9,2,4,282,10,56,5.8,326.6,2925.1,264.8,3002.3,,5.1
2012-12-06,9.2,GOLDEN,9,2,4,317,,44,9.7,428.1,2673.6,393.1,,,6.7
2015-02-16,11.4,GOLDEN,9,2,4,387,,45,7,315.9,2766.6,445.5,,,5
2016-04-11,12.5,GOLDEN,9,2,4,488,,30,6.8,203.9,3198.3,426.9,,,3.2
2018-08-09,14.9,GOLDEN,9,2,4,594,,34,7.1,243.1,3345.1,374.7,,,3.8
2010-10-07,7,GOLDEN,9,2,5,244,,34,6.9,233.8,2807.7,256.5,,,3.7
2011-11-25,8.2,GOLDEN,9,2,5,318,27,32,9.2,292.8,3271.2,282.6,8026.6,2.07692307692308,4.6
2012-12-06,9.2,GOLDEN,9,2,5,390,,32,9.2,294.3,3586.3,320.1,,,4.6
2015-02-16,11.4,GOLDEN,9,2,5,492,,31,8.9,275.3,3534.6,352.1,,,4.3
2016-04-11,12.5,GOLDEN,9,2,5,560,,28,9.7,272.6,3621.3,379.4,,,4.3
2018-08-09,14.9,GOLDEN,9,2,5,685,,34,10.4,353.9,3725.5,367.7,,,5.6
2007-02-24,3.4,GOLDEN,9,2,6,40,9,52,4.6,238.2,764.1,200,1892.3,,3.7
2008-02-18,4.4,GOLDEN,9,2,6,74.5,6,49,5.2,252.8,1312.9,230.8,1543.8,,4
2008-08-30,4.9,GOLDEN,9,2,6,96.5,22,48,5.5,265.8,1373.6,248.2,5625.7,3.66666666666667,4.2
2009-08-07,5.9,GOLDEN,9,2,6,130,27,34,7.3,249.8,1589.8,388.6,10685.5,2.45454545454545,3.9
2010-10-07,7,GOLDEN,9,2,6,201.3,29,34,8.7,296.1,2224.6,369.4,10982.3,2.07142857142857,4.7
2011-11-25,8.2,GOLDEN,9,2,6,236,27,37,8.8,326.8,2450.8,330.4,9217.4,2.07692307692308,5.1
2012-12-06,9.2,GOLDEN,9,2,6,287,,33,9.2,303.4,2514.2,364.7,,,4.8
2018-08-09,14.9,GOLDEN,9,2,6,588,,33,8.9,294.5,2153,520.8,,,4.6
2007-02-26,3.4,GOLDEN,9,3,1,64,8,64,4.9,316.1,1207.4,202.7,1767.5,,5
2008-02-21,4.4,GOLDEN,9,3,1,93,6,60,8,482.6,2031.6,294.6,2013.7,,7.6
2008-09-03,4.9,GOLDEN,9,3,1,99,20,54,5.8,315.2,1518.5,287.8,5940.4,3.33333333333333,5
2009-05-28,5.7,GOLDEN,9,3,1,209,23,54,8,432.5,2979.8,350.2,8415.5,2.875,6.8
2009-08-06,5.9,GOLDEN,9,3,1,166,27,48,6.8,328,1858,375.4,10360.6,,5.2
2010-10-06,7,GOLDEN,9,3,1,230,38,44,9.6,421.2,2549.3,354.6,13782.8,2.71428571428571,6.6
2011-11-16,8.1,GOLDEN,9,3,1,323.3,29,45,8.1,363.9,2894.5,364.1,10908.8,2.23076923076923,5.7
2012-12-07,9.2,GOLDEN,9,3,1,344,,40,10.1,404.5,3330.8,363,,,6.4
2015-02-16,11.4,GOLDEN,9,3,1,441,,36,9.8,352.4,2916.4,376.8,,,5.5
2016-04-05,12.5,GOLDEN,9,3,1,464,,32,9.3,297.4,3353,342.3,,,4.7
2018-08-02,14.8,GOLDEN,9,3,1,574,,34,9.2,313.5,2953.6,469.5,,,4.9
2010-10-06,7,GOLDEN,9,3,2,210,,32,9.8,312.9,2199,350.3,,,4.9
2011-11-16,8.1,GOLDEN,9,3,2,320,28,36,10.4,375.7,3101,424.9,12273.2,2.15384615384615,5.9
2012-12-07,9.2,GOLDEN,9,3,2,342,,34,12,407.8,2865,342.6,,,6.4
2015-02-16,11.4,GOLDEN,9,3,2,445,,38,10.3,390.2,2950.7,525.8,,,6.1
2016-04-05,12.5,GOLDEN,9,3,2,494,,37,8.7,320.5,2360.4,444.8,,,5
2018-08-02,14.8,GOLDEN,9,3,2,584,,31,10.8,333.8,2253.8,461.7,,,5.2
2007-02-26,3.4,GOLDEN,9,3,3,50,8,68,5.7,387.5,1129.6,195.8,1703.4,,6.1
2008-02-21,4.4,GOLDEN,9,3,3,101,6,54,6.1,329.6,1976.6,251.6,1748.8,,5.2
2008-09-03,4.9,GOLDEN,9,3,3,110,17,52,7.3,380.5,1807.8,289.8,5146,2.83333333333333,6
2009-08-06,5.9,GOLDEN,9,3,3,143.2,26,40,8.4,335.7,1695.8,355.4,9447,2.36363636363636,5.3
2010-10-06,7,GOLDEN,9,3,3,186,28,37,8.5,316.3,2021.9,291,8392.8,2,5
2011-11-16,8.1,GOLDEN,9,3,3,244.4,25,39,9.3,364.6,2353.4,386,9934.5,1.92307692307692,5.7
2012-12-07,9.2,GOLDEN,9,3,3,291,,32,10.3,329.1,2466.2,310.5,,,5.2
2016-04-05,12.5,GOLDEN,9,3,3,389,,28,9.8,275.3,2480.6,433.3,,,4.3
2018-08-02,14.8,GOLDEN,9,3,3,430,,30,8.5,256.2,2360.1,310.9,,,4
2007-02-26,3.4,GOLDEN,9,3,4,61,8,70,5.2,361.1,1270.8,207.6,1815,,5.7
2008-02-21,4.4,GOLDEN,9,3,4,89,6,61,5.6,339.1,1766,285.8,1928.5,,5.3
2008-09-03,4.9,GOLDEN,9,3,4,102,17,56,8.2,457.8,1516.9,310.2,5457.2,2.83333333333333,7.2
2009-08-06,5.9,GOLDEN,9,3,4,157.3,25,50,8.9,444.1,1747.2,320.1,8215.3,2.27272727272727,7
2010-10-06,7,GOLDEN,9,3,4,212,26,43,8,345.1,2367.9,240.2,6532.1,1.85714285714286,5.4
2011-11-16,8.1,GOLDEN,9,3,4,298,30,41,9,367.9,2503,333.7,10314.9,2.30769230769231,5.8
2012-12-07,9.2,GOLDEN,9,3,4,325,,31,0,0,3008.9,,,,
2015-02-16,11.4,GOLDEN,9,3,4,406,,39,9.2,358.9,2788.4,381.1,,,5.6
2018-08-02,14.8,GOLDEN,9,3,4,530,,36,9.1,326.1,2897.6,362.9,,,5.1
2010-10-06,7,GOLDEN,9,3,5,214,,34,8.3,283.4,2247,267.8,,,4.5
2011-11-16,8.1,GOLDEN,9,3,5,294,27,32,8.8,282.2,2979.2,315.3,8873.6,2.07692307692308,4.4
2012-12-07,9.2,GOLDEN,9,3,5,323,,30,9.8,295.1,3025.6,330.3,,,4.6
2015-02-16,11.4,GOLDEN,9,3,5,411,,34,9.4,319.7,2815.5,330.6,,,5
2018-08-02,14.8,GOLDEN,9,3,5,526,,0,0,0,0,,,,
2007-02-26,3.4,GOLDEN,9,3,6,55,7,66,4.9,321.2,1102.2,181.9,1406.9,,5
2008-02-21,4.4,GOLDEN,9,3,6,83,6,46,6.2,286.9,1665.8,288.6,1933.3,,4.5
2008-09-03,4.9,GOLDEN,9,3,6,109,16,47,6.8,318.5,1532.6,291.3,4847.1,2.66666666666667,5
2009-05-28,5.7,GOLDEN,9,3,6,163,19,45,8.3,374.6,2228.9,374.6,7386.5,2.375,5.9
2009-08-06,5.9,GOLDEN,9,3,6,154.5,24,47,8.9,417.3,1689.7,287.5,7105.5,,6.6
2010-10-06,7,GOLDEN,9,3,6,213,28,32,10,320.8,2397.3,500.5,14303.7,2,5
2011-11-16,8.1,GOLDEN,9,3,6,307,27,34,8.6,292.3,2435.2,392.3,10885.8,2.07692307692308,4.6
2012-12-07,9.2,GOLDEN,9,3,6,313,,32,10.2,325,2043.1,414.9,,,5.1
2018-08-02,14.8,GOLDEN,9,3,6,540,,32,9.6,306.8,1898.7,483.7,,,4.8
2007-03-01,3.4,GOLDEN,9,4,1,41,12,70,4.5,313.1,648,147.9,1852.8,,4.9
2008-02-21,4.4,GOLDEN,9,4,1,88,7,56,5.9,330,1535.9,193.1,1537.9,,5.2
2008-09-05,4.9,GOLDEN,9,4,1,109,19,49,5.1,251.8,1612.6,183.2,3676.9,3.16666666666667,4
2009-08-08,5.9,GOLDEN,9,4,1,183,26,39,0,0,2008.8,,,2.36363636363636,
2010-10-12,7,GOLDEN,9,4,1,243,34,40,7.2,286.4,2497.1,223.6,7905.3,2.42857142857143,4.5
2011-12-01,8.2,GOLDEN,9,4,1,290.5,32,37,6.8,250.3,2601.9,213.3,7139.5,2.46153846153846,3.9
2012-12-05,9.2,GOLDEN,9,4,1,350,,36,8.2,294.3,2766.1,305.4,,,4.6
2016-04-14,12.5,GOLDEN,9,4,1,507,,37,7,258.2,3053.1,239.5,,,4.1
2018-08-09,14.9,GOLDEN,9,4,1,612,,31,8.1,252,2607.8,315.2,,,4
2010-10-12,7,GOLDEN,9,4,2,225,,42,8.3,347.3,2216.2,302.5,,,5.5
2011-12-01,8.2,GOLDEN,9,4,2,262.8,28,42,8.5,357.2,2813.7,342.2,9921.5,2.15384615384615,5.6
2012-12-05,9.2,GOLDEN,9,4,2,279,,33,10.6,348.6,2201.9,428.8,,,5.5
2015-02-18,11.4,GOLDEN,9,4,2,404,,36,10.3,370.5,2918.7,456.7,,,5.8
2016-04-14,12.5,GOLDEN,9,4,2,450,,32,11.4,363.7,2719,467.9,,,5.7
2018-08-09,14.9,GOLDEN,9,4,2,562,,31,11.6,360.4,3164.9,457.6,,,5.7
2007-03-01,3.4,GOLDEN,9,4,3,60,7,69,5.4,371.7,1225.8,216.2,1662,,5.8
2008-02-21,4.4,GOLDEN,9,4,3,112,9,52,6,313.9,2128.1,277.7,2757.3,,4.9
2008-09-05,4.9,GOLDEN,9,4,3,137,16,44,7.8,344.4,2082.4,286,4828.9,2.66666666666667,5.4
2009-08-08,5.9,GOLDEN,9,4,3,200,29,40,8.6,345.2,2707.6,337.2,10105.5,2.63636363636364,5.4
2010-10-12,7,GOLDEN,9,4,3,265,,43,7.9,339.3,2787.2,424.6,,,5.3
2011-12-01,8.2,GOLDEN,9,4,3,327.2,26,35,9,315.6,3279,368.4,9974.7,2,5
2012-12-05,9.2,GOLDEN,9,4,3,374,,30,9.2,275,3155.2,421,,,4.3
2015-02-18,11.4,GOLDEN,9,4,3,481.5,,30,10.2,306.9,3389.8,371.2,,,4.8
2016-04-14,12.5,GOLDEN,9,4,3,524,,35,7.9,277.6,3342.2,382.4,,,4.4
2018-08-09,14.9,GOLDEN,9,4,3,620,,28,9.9,277.9,3584.4,370.3,,,4.4
2007-03-01,3.4,GOLDEN,9,4,4,50,14,67,5.3,357.6,771.3,196,2837.3,,5.6
2008-02-21,4.4,GOLDEN,9,4,4,96,7,56,6.8,379.8,1889.6,277.7,2173,,6
2008-09-05,4.9,GOLDEN,9,4,4,108,16,41,7.1,292.9,1650.3,331.9,5509.7,2.66666666666667,4.6
2009-08-08,5.9,GOLDEN,9,4,4,172,25,38,0,0,2128.9,,,2.27272727272727,
2010-10-12,7,GOLDEN,9,4,4,224,,36,9,323.7,2588.4,382.1,,,5.1
2011-12-01,8.2,GOLDEN,9,4,4,293.2,26,37,9.5,353,2898.8,459.8,12306.6,2,5.5
2012-12-05,9.2,GOLDEN,9,4,4,342,,33,11.3,371.3,3101.2,619.6,,,5.8
2016-04-14,12.5,GOLDEN,9,4,4,502,,30,10.1,303.8,2985.1,423.7,,,4.8
2018-08-09,14.9,GOLDEN,9,4,4,625,,34,9.6,325.7,3104.8,446.5,,,5.1
2010-10-12,7,GOLDEN,9,4,5,248,,38,7.2,275.4,2668.4,303.9,,,4.3
2011-12-01,8.2,GOLDEN,9,4,5,330.5,33,38,8.4,319.3,3105.8,348.4,11872.4,2.53846153846154,5
2012-12-05,9.2,GOLDEN,9,4,5,383,,37,8.4,311.4,3026.9,418.8,,,4.9
2015-02-18,11.4,GOLDEN,9,4,5,480.5,,29,9.1,262.7,2986.3,371.3,,,4.1
2016-04-14,12.5,GOLDEN,9,4,5,558,,31,8.5,264.8,2928.3,358.3,,,4.2
2018-08-09,14.9,GOLDEN,9,4,5,605,,31,8.4,259.7,2072.7,406.8,,,4.1
2007-03-01,3.4,GOLDEN,9,4,6,25,7,51,3,151.1,358.6,121.9,896.7,,2.4
2008-02-21,4.4,GOLDEN,9,4,6,41,6,44,4.1,180.5,755.7,196.3,1269.3,,2.8
2008-09-05,4.9,GOLDEN,9,4,6,66,20,40,5,199.2,1023.3,201.2,4148.4,3.33333333333333,3.1
2009-08-08,5.9,GOLDEN,9,4,6,123,27,45,5.6,252,1312.4,260.3,7186.2,2.45454545454545,4
2010-10-12,7,GOLDEN,9,4,6,182,,38,6,228,1919.4,245.4,,,3.6
2011-12-01,8.2,GOLDEN,9,4,6,257.5,29,36,6.9,249.6,2334.7,287.3,8613.3,2.23076923076923,3.9
2012-12-05,9.2,GOLDEN,9,4,6,314,,39,8.2,318,2536.3,250.3,,,5
2015-02-18,11.4,GOLDEN,9,4,6,437,,33,8.5,280.6,2815.7,388,,,4.4
2016-04-14,12.5,GOLDEN,9,4,6,512,,32,7.5,239.1,3007.9,388.5,,,3.8
2018-08-09,14.9,GOLDEN,9,4,6,610,,33,8,264.1,2978,359.6,,,4.2
2007-02-20,3.4,GUTHRIE,10,1,1,58,8,69,5.8,399.4,1282.5,236.4,2046.2,,6.3
2008-02-12,4.4,GUTHRIE,10,1,1,73.7,6,67,8.1,539.6,1393.1,295.1,1939.4,,8.5
2008-08-28,4.9,GUTHRIE,10,1,1,94.7,17,49,8.2,400.5,1303.2,327.5,5724.7,2.83333333333333,6.3
2009-03-27,5.5,GUTHRIE,10,1,1,133,22,49,8.3,408.1,1671.5,327,7396,3.66666666666667,6.4
2009-07-31,5.8,GUTHRIE,10,1,1,148,30,54,7.3,391.7,2011.2,284.6,8780.6,,6.2
2010-10-01,7,GUTHRIE,10,1,1,200,28,43,8.1,349.1,2283.9,327.1,9435.2,2,5.5
2011-11-09,8.1,GUTHRIE,10,1,1,285,25,35,9.5,331.6,2645.4,329.9,8568.8,1.92307692307692,5.2
2012-12-13,9.2,GUTHRIE,10,1,1,309,,40,10.8,430.3,2291.9,341.6,,,6.8
2016-03-29,12.5,GUTHRIE,10,1,1,423,,31,5.9,181.7,2653.4,325.2,,,2.9
2018-07-31,14.8,GUTHRIE,10,1,1,532,,40,7.6,305.9,2806.9,396.2,,,4.8
2010-10-01,7,GUTHRIE,10,1,2,234,,45,8.4,376.1,2528.6,354.4,,,5.9
2011-11-09,8.1,GUTHRIE,10,1,2,343.5,26,34,9.6,325.5,3641.5,318.9,8733,2,5.1
2012-12-13,9.2,GUTHRIE,10,1,2,375,,34,8.5,288.4,2981,348.8,,,4.5
2015-02-11,11.4,GUTHRIE,10,1,2,473,,31,9.4,290.4,3576.8,348.8,,,4.6
2018-07-31,14.8,GUTHRIE,10,1,2,655,,28,7.4,207.7,2992.3,364.4,,,3.3
2007-02-20,3.4,GUTHRIE,10,1,3,19,6,46,2.8,131,336.1,93.1,599.6,,2.1
2008-02-12,4.4,GUTHRIE,10,1,3,54,6,54,4.1,222.8,881.1,151.8,1017.4,,3.5
2008-08-28,4.9,GUTHRIE,10,1,3,66,16,40,5.8,233.1,893.5,209.5,3459.7,2.66666666666667,3.7
2009-03-27,5.5,GUTHRIE,10,1,3,70,22,40,6.1,245.1,1007.2,219.2,4944.3,3.66666666666667,3.9
2009-07-31,5.8,GUTHRIE,10,1,3,82,21,53,5.7,304.1,899.3,216.3,4651.5,,4.8
2010-10-01,7,GUTHRIE,10,1,3,116,26,36,7.8,282.1,1116,265.4,7034.7,1.85714285714286,4.4
2011-11-09,8.1,GUTHRIE,10,1,3,183,27,30,0,0,1486.6,,,2.07692307692308,
2012-12-13,9.2,GUTHRIE,10,1,3,206,,26,9.2,238.2,1393.7,292.9,,,3.7
2007-02-20,3.4,GUTHRIE,10,1,4,44,8,68,5.5,374.1,895.1,199,1700.2,,5.9
2008-02-12,4.4,GUTHRIE,10,1,4,88.9,6,55,5.8,319.1,1599,237.8,1620.5,,5
2008-08-28,4.9,GUTHRIE,10,1,4,116.9,17,45,6.8,304.4,1468.3,233.2,4143,2.83333333333333,4.8
2009-03-27,5.5,GUTHRIE,10,1,4,141,17,48,6.8,324.1,1695,239,4268.1,2.83333333333333,5.1
2009-07-31,5.8,GUTHRIE,10,1,4,134.5,32,45,6.7,301,1475.1,269.5,8801.3,,4.7
2010-09-30,7,GUTHRIE,10,1,4,200,,32,6.4,206,1979.2,256.5,,,3.2
2011-11-09,8.1,GUTHRIE,10,1,4,283,26,33,8,262.7,2445.5,307.2,8284.4,2,4.1
2012-12-13,9.2,GUTHRIE,10,1,4,308,,33,8.4,277.5,2157.4,323.1,,,4.4
2015-02-11,11.4,GUTHRIE,10,1,4,379,,31,8.8,273.6,2306.1,293.6,,,4.3
2016-03-29,12.5,GUTHRIE,10,1,4,526,,37,6.8,249.8,2812.2,247.5,,,3.9
2018-07-31,14.8,GUTHRIE,10,1,4,496,,35,6.9,242.7,2329.8,272.8,,,3.8
2010-09-30,7,GUTHRIE,10,1,5,190,,36,7.5,271.2,2230.3,238.2,,,4.3
2011-11-09,8.1,GUTHRIE,10,1,5,286,27,35,8.6,301.9,2823.9,335.7,9406.6,2.07692307692308,4.7
2012-12-13,9.2,GUTHRIE,10,1,5,334,,33,9.7,320.2,2314.1,385.6,,,5
2015-02-11,11.4,GUTHRIE,10,1,5,461,,29,11.3,328.4,3656.3,478.5,,,5.2
2016-03-29,12.5,GUTHRIE,10,1,5,528,,31,10,309.3,3759.7,459.5,,,4.9
2018-07-31,14.8,GUTHRIE,10,1,5,628,,32,9.1,290,4067.7,468.6,,,4.6
2007-02-20,3.4,GUTHRIE,10,1,6,45,8,69,4.7,326.2,963.2,150.2,1318,,5.1
2008-02-12,4.4,GUTHRIE,10,1,6,81,5,62,5.6,348.6,1525.5,220.5,1287.3,,5.5
2008-08-28,4.9,GUTHRIE,10,1,6,97,20,59,5.1,303.1,1311.2,194.4,4047.2,3.33333333333333,4.8
2009-03-27,5.5,GUTHRIE,10,1,6,137,18,47,6.6,310.2,1721.7,239.2,4513.5,3,4.9
2009-07-31,5.8,GUTHRIE,10,1,6,143,27,47,5.8,274.9,1641.8,224.6,6263.7,,4.3
2010-09-30,7,GUTHRIE,10,1,6,213,31,38,7.4,281.4,2363.4,242.9,7816.6,2.21428571428571,4.4
2011-11-09,8.1,GUTHRIE,10,1,6,295,26,37,8,295.2,2898.2,284.4,7745.8,2,4.6
2012-12-13,9.2,GUTHRIE,10,1,6,334,,42,6.9,290.8,2666,274.9,,,4.6
2015-02-11,11.4,GUTHRIE,10,1,6,449,,32,9,287.9,2791.3,339.5,,,4.5
2016-03-29,12.5,GUTHRIE,10,1,6,494,,36,8.2,294.7,2195.3,287.8,,,4.6
2018-07-31,14.8,GUTHRIE,10,1,6,590,,33,7.6,250.1,2303.1,336.5,,,3.9
2007-02-21,3.4,GUTHRIE,10,2,1,22,6,51,4.8,244.1,494.5,183.8,1162.9,,3.8
2008-02-13,4.4,GUTHRIE,10,2,1,60.5,7,44,4.9,216.5,1155.3,192.7,1488.7,,3.4
2008-08-28,4.9,GUTHRIE,10,2,1,82.5,18,48,7.2,347.6,1096.7,206.6,3851,3,5.5
2009-03-31,5.5,GUTHRIE,10,2,1,96,24,46,7.7,352.3,1139.5,262.7,6442.5,3.42857142857143,5.5
2009-07-31,5.8,GUTHRIE,10,2,1,94,25,48,7.6,365.1,1277.4,327.6,8343.8,,5.7
2010-10-04,7,GUTHRIE,10,2,1,130,27,43,10,431.2,1390.1,324.5,8930.2,1.92857142857143,6.8
2011-11-11,8.1,GUTHRIE,10,2,1,185,26,33,12,396.2,1759.3,375.8,9984.5,2,6.2
2012-12-10,9.2,GUTHRIE,10,2,1,232,,30,13.5,406.2,1934.2,301.3,,,6.4
2015-02-12,11.4,GUTHRIE,10,2,1,343,,33,14.2,469.7,2119.8,523.2,,,7.4
2016-03-30,12.5,GUTHRIE,10,2,1,392,,28,11.7,328.2,2492.3,456,,,5.2
2018-08-01,14.8,GUTHRIE,10,2,1,485,,34,12.8,436.5,2704.1,421.5,,,6.9
2010-10-04,7,GUTHRIE,10,2,2,255,32,48,9.6,458.5,2872.2,348.7,11507.7,,7.2
2011-11-11,8.1,GUTHRIE,10,2,2,320,28,36,12.5,449.2,3492.6,488.4,14099.1,2.15384615384615,7.1
2012-12-10,9.2,GUTHRIE,10,2,2,410,,34,10.1,342.6,3293.4,413.4,,,5.4
2018-08-01,14.8,GUTHRIE,10,2,2,738,,30,11.5,345.8,3196.8,525.1,,,5.4
2007-02-21,3.4,GUTHRIE,10,2,3,60,8,69,5.7,391.9,1209,183.4,1613.8,,6.2
2008-02-14,4.4,GUTHRIE,10,2,3,105,6,56,7.7,430.6,2279.8,318.8,2188.6,,6.8
2008-08-28,4.9,GUTHRIE,10,2,3,137,20,53,6.7,354.2,2225.5,270.9,5687.6,3.33333333333333,5.6
2009-03-31,5.5,GUTHRIE,10,2,3,166,19,47,9.9,464,2341.5,374.9,7407.6,2.71428571428571,7.3
2009-07-31,5.8,GUTHRIE,10,2,3,195,28,42,7.7,324.5,2873.7,418.4,12063.1,,5.1
2010-10-04,7,GUTHRIE,10,2,3,280,33,38,9.1,345.1,3014.1,311.3,10637,2.35714285714286,5.4
2011-11-11,8.1,GUTHRIE,10,2,3,329,34,40,10,399.4,3453,473.9,16532.2,2.61538461538462,6.3
